achun1999,美容护肤,我就静静围观，不说话,0,该用户表示围观态度，属于闲聊。
achun1999,美容护肤,我来打卡，老粉报到,0,该用户表明自己是老观众并打卡互动。
achun1999,美容护肤,今天谁来陪我一起蹲到下播,0,该用户想找同伴一起继续观看直播，属于互动闲聊。
achun1999,美容护肤,这支口红有吗？想顺便带一支,1,该用户在护肤直播中询问是否有口红可购买，表现出加购意向。
achun1999,美容护肤,这个灯光太显白了吧,0,该用户在评价直播画面效果，属于非购买向互动。
achun1999,美容护肤,手慢的人只能靠缘分,0,该用户感叹抢购手速，属于情绪互动。
achun1999,美容护肤,这款香皂是洗脸用还是洗澡用？,1,该用户在确认香皂用途与使用部位，属于下单前的产品信息咨询。
achun1999,美容护肤,这支精华白天用会不会光敏？,1,该用户担心成分光敏性，询问是否适合白天使用以确保安全。
achun1999,美容护肤,敏感肌能不能用含酸的那支？,1,该用户担心含酸产品刺激性，想确认敏感肌是否可用，体现购买前的安全性确认。
achun1999,美容护肤,想要收缩毛孔的套装，有没有组合价？,1,该用户希望购买毛孔护理套装并关注优惠组合，购买意向明确。
achun1999,美容护肤,我宣布：今晚不减肥,0,该用户开玩笑宣言，属于闲聊。
achun1999,美容护肤,哈哈哈助播把自己都说懵了,0,该用户在调侃助播的表达，属于轻松吐槽互动。
achun1999,美容护肤,有没有控油+保湿两不误的乳液？,1,该用户希望兼顾控油与保湿，询问是否有对应产品可选。
achun1999,美容护肤,发货是从哪里？偏远地区能到吗,1,该用户在确认物流与配送范围，影响下单决策。
achun1999,美容护肤,你们都买了啥，我来抄作业,0,该用户想跟随大家的购买选择，但未指向具体产品，偏闲聊。
achun1999,美容护肤,主播别急，喝口水先,0,该用户关心主播状态，属于互动关怀。
achun1999,美容护肤,手机快没电了，我得找充电器,0,该用户反馈设备状态，属于闲聊。
achun1999,美容护肤,这瓶精华是水前还是水后用？,1,该用户在确认护肤步骤，想知道精华的正确使用顺序以便下单后能正确使用。
achun1999,美容护肤,痘痘贴有吗？晚上贴着睡那种,1,该用户在询问是否有痘痘贴产品，表达想购买夜用痘痘贴的需求。
achun1999,美容护肤,今晚谁也别劝我理性,0,该用户调侃自己容易冲动消费，属于情绪互动。
achun1999,美容护肤,别说了别说了，我要去搬砖了,0,该用户调侃要去工作挣钱，属于闲聊。
achun1999,美容护肤,可以和我现在的维C一起叠加吗？,1,该用户担心成分冲突，询问能否与维C产品叠加使用，属于购买前的搭配咨询。
achun1999,美容护肤,我发现我一紧张就疯狂刷新,0,该用户分享抢购时的行为习惯，属于闲聊。
achun1999,美容护肤,哈哈哈这届观众太有梗了,0,该用户夸赞弹幕有趣，属于闲聊。
achun1999,美容护肤,敏感肌可以用含视黄醇的熬夜霜吗？,1,该用户担心视黄醇刺激，询问敏感肌是否可用以评估风险。
achun1999,美容护肤,生产日期能不能帮我看下？怕临期,1,该用户关注生产日期与新鲜度，想确认非临期后再购买。
achun1999,美容护肤,敏感期爆皮，用哪款面霜能救急？,1,该用户处于皮肤敏感爆皮阶段，急需修护面霜推荐，购买意向强。
achun1999,美容护肤,哈哈哈你们别再复读了,0,该用户调侃他人复读刷屏，属于互动。
achun1999,美容护肤,这款面霜能当妆前打底吗？会不会搓泥,1,该用户在意妆前使用体验，询问是否搓泥以决定购买。
achun1999,美容护肤,今晚的我：买不买先截图,0,该用户分享自己的购物习惯，属于闲聊。
