56697889278,生活日杂,防晒喷雾上点上点,1,强烈催促上架防晒喷雾表达明确购买需求
56697889278,生活日杂,这会儿人真多呀,0,描述直播间氛围属于闲聊
56697889278,生活日杂,家电什么时候返场,1,询问家电返场时间有明确需求
56697889278,生活日杂,有人跟我一样刚进来吗,0,进场互动闲聊
56697889278,生活日杂,男士保温杯有没有,1,询问是否有男士款保温杯产品
56697889278,生活日杂,我怎么感觉今天讲得更顺了,0,评价主播状态属于闲聊
56697889278,生活日杂,送蘸料不,1,购买前确认是否赠送蘸料
56697889278,生活日杂,笑死我了哈哈,0,情绪互动闲聊
56697889278,生活日杂,白吉馍在几号链接啊,1,询问商品链接位置便于下单
56697889278,生活日杂,咋感觉你们越播越上头,0,评价直播氛围闲聊
56697889278,生活日杂,铁锅啥时候补货,1,询问铁锅补货上架时间
56697889278,生活日杂,伊人多才多艺啊,0,夸赞主播属于闲聊
56697889278,生活日杂,鲜花饼还有吗,1,询问库存是否可买
56697889278,生活日杂,看着挺香的但我还在纠结,0,灰区表达偏观望未明确购买
56697889278,生活日杂,辅食机有官网吗,1,询问辅食机相关购买信息
56697889278,生活日杂,你们这段介绍好细,0,夸讲解属于闲聊
56697889278,生活日杂,小儿防晒霜有没,1,询问儿童防晒霜产品
56697889278,生活日杂,今天适合边吃饭边看,0,轻松互动闲聊
56697889278,生活日杂,发货到苏州几天到,1,咨询物流时效用于下单判断
56697889278,生活日杂,我这边一直转圈圈是不是卡了,0,反馈观看/操作问题偏闲聊
56697889278,生活日杂,美可卓全脂奶粉啥时候有,1,询问补货时间有明确需求
56697889278,生活日杂,听你们说话挺治愈,0,评价体验属于闲聊
56697889278,生活日杂,有咖啡吗,1,询问咖啡类商品是否在售
56697889278,生活日杂,我先收藏一下等会再说,0,灰区表达偏观望与操作
56697889278,生活日杂,牛肉干有吗,1,询问牛肉干商品
56697889278,生活日杂,大家别忘了点点赞,0,互动带节奏闲聊
56697889278,生活日杂,不粘锅炒菜锅有推荐吗,1,明确咨询厨具选购
56697889278,生活日杂,我就喜欢你们这种不急不躁,0,评价直播风格闲聊
56697889278,生活日杂,苹果脆不脆,1,询问口感用于购买判断
56697889278,生活日杂,这个价位我有点心动但先看看,0,灰区表达心动但未明确下单
56697889278,生活日杂,苹果净重五斤吗,1,确认规格用于下单
56697889278,生活日杂,上海还要运费吗,0,运费吐槽偏闲聊/讨论
56697889278,生活日杂,中果还有没有,1,询问中果库存
56697889278,生活日杂,哇颜色也太好看了吧,0,感叹外观闲聊
56697889278,生活日杂,黄豆有吗打豆浆那种,1,询问黄豆商品用途明确
56697889278,生活日杂,我在外面太阳好大…突然想到防晒,0,灰区情境分享不直接下单
56697889278,生活日杂,大米什么时候上,1,询问上架时间
56697889278,生活日杂,我不买就看你们唠嗑,0,明确闲聊
56697889278,生活日杂,洗发水有没有,1,询问洗发水商品
56697889278,生活日杂,怎么用券啊谁教教我,0,操作求助偏闲聊
56697889278,生活日杂,紫砂壶能上链接吗,1,索要购买链接明确需求
56697889278,生活日杂,你们俩今天好有默契,0,互动夸赞闲聊
56697889278,生活日杂,保温箱啥时候返场想买个大的,1,询问返场并表达购买意向
56697889278,生活日杂,我可能得等工资到账再买,0,灰区表达延后购买更偏闲聊
56697889278,生活日杂,雪平锅还有吗,1,询问库存
56697889278,生活日杂,你们是不是换麦了声音更清楚,0,评论直播设备闲聊
56697889278,生活日杂,得利斯肉肠什么时候再有,1,询问补货时间
56697889278,生活日杂,北方不给邮吗我哭了,0,配送吐槽偏闲聊
