1706638111,生鲜水果,今天这橙子甜不甜啊,1,该用户在询问橙子的口感甜度以判断是否值得购买，体现出明确的购买前评估意向。
1706638111,生鲜水果,你们这直播间咋这么热闹\[捂脸],0,该用户是在感叹直播间氛围热闹并参与闲聊互动，并非在咨询商品购买。
1706638111,生鲜水果,乌鸡蛋还有库存吗我想囤点,1,该用户在确认乌鸡蛋库存并表示想囤货，属于明确的购买意向表达。
1706638111,生鲜水果,别吵了让主播说完,0,该用户是在维持直播秩序、催促他人别打断，属于闲聊互动。
1706638111,生鲜水果,苦荞茶有没有无糖的,1,该用户关注苦荞茶的配方属性（是否无糖）并询问是否有对应款式，属于选购意向。
1706638111,生鲜水果,"刚进来,主播啥时候开始上货",0,该用户在询问直播流程和上货时间，偏向直播互动而非具体商品购买决策。
1706638111,生鲜水果,这西红柿是沙瓤的吗,1,该用户在确认西红柿品种口感特征，体现出购买前的信息确认需求。
1706638111,生鲜水果,我就看看不买你们继续\[呲牙],0,该用户表态只围观不购买，属于闲聊性质。
1706638111,生鲜水果,酸菜配料表能不能展示一下,1,该用户关注酸菜成分安全并要求查看配料表，属于明确的购买评估行为。
1706638111,生鲜水果,刚才那位陈老师去哪了,0,该用户在关注出镜人物动向，属于闲聊互动。
1706638111,生鲜水果,胡麻油是冷榨还是热榨,1,该用户询问胡麻油工艺细节以判断品质，体现潜在购买意向。
1706638111,生鲜水果,你们别刷屏了我眼睛都花了,0,该用户在吐槽弹幕刷屏影响观看，属于闲聊抱怨。
1706638111,生鲜水果,牛肉干还有吗我来回购,1,该用户明确表示回购并询问库存，属于强购买意向。
1706638111,生鲜水果,今天风真大画面都抖了,0,该用户在评论直播环境与画面效果，属于闲聊。
1706638111,生鲜水果,花椒麻不麻香不香,1,该用户在询问花椒的麻度香气等核心品质指标，体现购买意向。
1706638111,生鲜水果,主播别试吃了看得我都撑了\[捂脸],0,该用户用调侃方式互动，属于闲聊娱乐表达。
1706638111,生鲜水果,大米是新米还是陈米,1,该用户在确认大米新鲜度属性以便购买决策。
1706638111,生鲜水果,这价你自己信吗\[捂脸],0,该用户在质疑价格合理性并吐槽，属于闲聊/评论。
1706638111,生鲜水果,糯玉米几根一袋呀,1,该用户询问糯玉米包装规格，是购买前的具体信息需求。
1706638111,生鲜水果,我在外面吃饭呢先不买,0,该用户说明当前无购买行为，仅参与聊天。
1706638111,生鲜水果,辣椒面辣度分几个档,1,该用户在询问辣椒面辣度等级以匹配口味，属于购买评估。
1706638111,生鲜水果,"说实话,你们别老吵架",0,该用户在劝阻争吵、维护氛围，属于闲聊。
1706638111,生鲜水果,黄酒什么香型的能介绍下吗,1,该用户询问黄酒口味类型以决定是否购买。
1706638111,生鲜水果,今天是不是换新场地了,0,该用户在讨论直播场景变化，属于闲聊。
1706638111,生鲜水果,粉条是红薯粉还是土豆粉,1,该用户在确认粉条原料类型，体现购买前的属性筛选。
1706638111,生鲜水果,回关一下呗\[比心],0,该用户在求互动回关，不涉及商品购买。
1706638111,生鲜水果,枸杞能不能泡水喝那种,1,该用户在确认枸杞用途与适配场景，属于购买意向咨询。
1706638111,生鲜水果,你们这直播一播就一整天啊,0,该用户感叹直播时长，属于闲聊。
1706638111,生鲜水果,百合是干的还是鲜的,1,该用户在确认百合形态与用途，属于购买前询问。
1706638111,生鲜水果,别整花活赶紧讲重点,0,该用户催促直播节奏，属于闲聊/吐槽。
